"train/timestep","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MAX"
"266000","266","266","266","4801.049352600001","4801.049352600001","4801.049352600001","266","266","266","4092.5878344","4092.5878344","4092.5878344","266","266","266","4340.113189000001","4340.113189000001","4340.113189000001","266","266","266","4295.0649598","4295.0649598","4295.0649598","266","266","266","4740.77689","4740.77689","4740.77689","266","266","266","4691.099180800001","4691.099180800001","4691.099180800001","266","266","266","4483.36418","4483.36418","4483.36418","266","266","266","5254.8046724","5254.8046724","5254.8046724","266","266","266","4767.316175","4767.316175","4767.316175","266","266","266","4815.910577799999","4815.910577799999","4815.910577799999","266","266","266","5237.371535800001","5237.371535800001","5237.371535800001","266","266","266","4620.8812796","4620.8812796","4620.8812796"
"267000","267","267","267","4760.7334254","4760.7334254","4760.7334254","267","267","267","4110.9747856","4110.9747856","4110.9747856","267","267","267","4182.3248688","4182.3248688","4182.3248688","267","267","267","4443.0718918","4443.0718918","4443.0718918","267","267","267","4535.9844052","4535.9844052","4535.9844052","267","267","267","4699.4905236","4699.4905236","4699.4905236","267","267","267","4561.556273","4561.556273","4561.556273","267","267","267","5438.1251276","5438.1251276","5438.1251276","267","267","267","3909.9081274000005","3909.9081274000005","3909.9081274000005","267","267","267","4805.0970816","4805.0970816","4805.0970816","267","267","267","5175.7003102","5175.7003102","5175.7003102","267","267","267","4849.485758000001","4849.485758000001","4849.485758000001"
"268000","268","268","268","4713.0093898","4713.0093898","4713.0093898","268","268","268","4040.3932583999995","4040.3932583999995","4040.3932583999995","268","268","268","4268.465851","4268.465851","4268.465851","268","268","268","4296.9286934","4296.9286934","4296.9286934","268","268","268","4660.9898115999995","4660.9898115999995","4660.9898115999995","268","268","268","4557.334016","4557.334016","4557.334016","268","268","268","4503.956334","4503.956334","4503.956334","268","268","268","5275.2567024","5275.2567024","5275.2567024","268","268","268","4804.530809","4804.530809","4804.530809","268","268","268","4963.34478","4963.34478","4963.34478","268","268","268","5114.1780086","5114.1780086","5114.1780086","268","268","268","4706.001698","4706.001698","4706.001698"
"269000","269","269","269","4694.0584128","4694.0584128","4694.0584128","269","269","269","4105.623670999999","4105.623670999999","4105.623670999999","269","269","269","4316.8921028","4316.8921028","4316.8921028","269","269","269","4260.1145918","4260.1145918","4260.1145918","269","269","269","4525.7666502","4525.7666502","4525.7666502","269","269","269","4587.2039868","4587.2039868","4587.2039868","269","269","269","4497.393009","4497.393009","4497.393009","269","269","269","5306.8400846","5306.8400846","5306.8400846","269","269","269","4660.327366","4660.327366","4660.327366","269","269","269","4785.5889754","4785.5889754","4785.5889754","269","269","269","5184.153419","5184.153419","5184.153419","269","269","269","4947.3275524","4947.3275524","4947.3275524"
"270000","270","270","270","4380.9807638","4380.9807638","4380.9807638","270","270","270","3953.1583939999996","3953.1583939999996","3953.1583939999996","270","270","270","4510.6317446","4510.6317446","4510.6317446","270","270","270","4270.5652726","4270.5652726","4270.5652726","270","270","270","4349.9536086","4349.9536086","4349.9536086","270","270","270","4701.925904000001","4701.925904000001","4701.925904000001","270","270","270","4556.9503048","4556.9503048","4556.9503048","270","270","270","5286.3521812","5286.3521812","5286.3521812","270","270","270","4721.8931104","4721.8931104","4721.8931104","270","270","270","4953.418240000001","4953.418240000001","4953.418240000001","270","270","270","5315.4206198","5315.4206198","5315.4206198","270","270","270","5012.4296712","5012.4296712","5012.4296712"
"271000","271","271","271","4703.6776358","4703.6776358","4703.6776358","271","271","271","4107.7390856","4107.7390856","4107.7390856","271","271","271","4446.7338498","4446.7338498","4446.7338498","271","271","271","4313.561849399999","4313.561849399999","4313.561849399999","271","271","271","4667.098242599999","4667.098242599999","4667.098242599999","271","271","271","4666.991135599999","4666.991135599999","4666.991135599999","271","271","271","4407.8852606","4407.8852606","4407.8852606","271","271","271","5103.1803258","5103.1803258","5103.1803258","271","271","271","4800.7823516","4800.7823516","4800.7823516","271","271","271","4882.790730799999","4882.790730799999","4882.790730799999","271","271","271","5240.0963312","5240.0963312","5240.0963312","271","271","271","4686.9971411999995","4686.9971411999995","4686.9971411999995"
"272000","272","272","272","4826.006164","4826.006164","4826.006164","272","272","272","4200.3869878000005","4200.3869878000005","4200.3869878000005","272","272","272","4224.8995758","4224.8995758","4224.8995758","272","272","272","4391.7176712","4391.7176712","4391.7176712","272","272","272","4768.8753006","4768.8753006","4768.8753006","272","272","272","4463.365605000001","4463.365605000001","4463.365605000001","272","272","272","4185.606472199999","4185.606472199999","4185.606472199999","272","272","272","5203.9717662","5203.9717662","5203.9717662","272","272","272","4554.5070626","4554.5070626","4554.5070626","272","272","272","4918.3199826","4918.3199826","4918.3199826","272","272","272","5288.1072042000005","5288.1072042000005","5288.1072042000005","272","272","272","4497.9963984","4497.9963984","4497.9963984"
"273000","273","273","273","4649.160470000001","4649.160470000001","4649.160470000001","273","273","273","4223.390361","4223.390361","4223.390361","273","273","273","4239.2148368","4239.2148368","4239.2148368","273","273","273","4245.580457200001","4245.580457200001","4245.580457200001","273","273","273","4722.3995206","4722.3995206","4722.3995206","273","273","273","4455.158140199999","4455.158140199999","4455.158140199999","273","273","273","4484.9200026","4484.9200026","4484.9200026","273","273","273","4871.9391976","4871.9391976","4871.9391976","273","273","273","4718.7356418","4718.7356418","4718.7356418","273","273","273","4827.538013200001","4827.538013200001","4827.538013200001","273","273","273","5160.5461602","5160.5461602","5160.5461602","273","273","273","4749.557116800001","4749.557116800001","4749.557116800001"
"274000","274","274","274","4899.7568634","4899.7568634","4899.7568634","274","274","274","4066.4387556","4066.4387556","4066.4387556","274","274","274","4474.7488604","4474.7488604","4474.7488604","274","274","274","4368.3985126","4368.3985126","4368.3985126","274","274","274","4646.70039","4646.70039","4646.70039","274","274","274","4461.2031962","4461.2031962","4461.2031962","274","274","274","4449.480876","4449.480876","4449.480876","274","274","274","5211.3339096","5211.3339096","5211.3339096","274","274","274","4003.0600126000004","4003.0600126000004","4003.0600126000004","274","274","274","4731.034369999999","4731.034369999999","4731.034369999999","274","274","274","5168.674524399999","5168.674524399999","5168.674524399999","274","274","274","4448.9599196","4448.9599196","4448.9599196"
"275000","275","275","275","4783.4593392","4783.4593392","4783.4593392","275","275","275","3897.7796070000004","3897.7796070000004","3897.7796070000004","275","275","275","4334.9165302","4334.9165302","4334.9165302","275","275","275","4166.601797599999","4166.601797599999","4166.601797599999","275","275","275","4092.2896152000003","4092.2896152000003","4092.2896152000003","275","275","275","4633.47033","4633.47033","4633.47033","275","275","275","4645.8887512","4645.8887512","4645.8887512","275","275","275","5254.617285599999","5254.617285599999","5254.617285599999","275","275","275","4855.6222732","4855.6222732","4855.6222732","275","275","275","4858.659700599999","4858.659700599999","4858.659700599999","275","275","275","5262.3534364","5262.3534364","5262.3534364","275","275","275","4439.3989054","4439.3989054","4439.3989054"
"276000","276","276","276","4409.2413209999995","4409.2413209999995","4409.2413209999995","276","276","276","4272.3560178","4272.3560178","4272.3560178","276","276","276","4452.394752800001","4452.394752800001","4452.394752800001","276","276","276","4326.595552000001","4326.595552000001","4326.595552000001","276","276","276","4858.195791","4858.195791","4858.195791","276","276","276","4356.6833633999995","4356.6833633999995","4356.6833633999995","276","276","276","4348.2393732","4348.2393732","4348.2393732","276","276","276","4411.4225246","4411.4225246","4411.4225246","276","276","276","4723.8530438","4723.8530438","4723.8530438","276","276","276","4844.64065","4844.64065","4844.64065","276","276","276","5233.4913248","5233.4913248","5233.4913248","276","276","276","4906.7400094","4906.7400094","4906.7400094"
"277000","277","277","277","4733.879898200001","4733.879898200001","4733.879898200001","277","277","277","4249.1271972","4249.1271972","4249.1271972","277","277","277","4368.3814398","4368.3814398","4368.3814398","277","277","277","4294.2090612","4294.2090612","4294.2090612","277","277","277","4611.8351376","4611.8351376","4611.8351376","277","277","277","4599.5120994","4599.5120994","4599.5120994","277","277","277","4392.443346800001","4392.443346800001","4392.443346800001","277","277","277","5286.6067076","5286.6067076","5286.6067076","277","277","277","4684.1147084","4684.1147084","4684.1147084","277","277","277","4785.4724135999995","4785.4724135999995","4785.4724135999995","277","277","277","5250.0766228","5250.0766228","5250.0766228","277","277","277","4625.7521828","4625.7521828","4625.7521828"
"278000","278","278","278","4820.2423092","4820.2423092","4820.2423092","278","278","278","4204.7127168","4204.7127168","4204.7127168","278","278","278","4367.0906508","4367.0906508","4367.0906508","278","278","278","4325.8936388","4325.8936388","4325.8936388","278","278","278","4831.378703","4831.378703","4831.378703","278","278","278","4501.967442600001","4501.967442600001","4501.967442600001","278","278","278","4447.1862852","4447.1862852","4447.1862852","278","278","278","5188.1151918000005","5188.1151918000005","5188.1151918000005","278","278","278","4605.859171","4605.859171","4605.859171","278","278","278","4834.6164326","4834.6164326","4834.6164326","278","278","278","5400.6761394000005","5400.6761394000005","5400.6761394000005","278","278","278","4539.297213600001","4539.297213600001","4539.297213600001"
"279000","279","279","279","4788.217317000001","4788.217317000001","4788.217317000001","279","279","279","4221.9421308","4221.9421308","4221.9421308","279","279","279","4485.399671800001","4485.399671800001","4485.399671800001","279","279","279","4248.7544244","4248.7544244","4248.7544244","279","279","279","4614.0455504","4614.0455504","4614.0455504","279","279","279","4545.9887046","4545.9887046","4545.9887046","279","279","279","4610.469394","4610.469394","4610.469394","279","279","279","5295.564589799999","5295.564589799999","5295.564589799999","279","279","279","4696.9471488","4696.9471488","4696.9471488","279","279","279","4866.784529400001","4866.784529400001","4866.784529400001","279","279","279","5480.835462200001","5480.835462200001","5480.835462200001","279","279","279","4767.264166","4767.264166","4767.264166"
"280000","280","280","280","4803.5762644","4803.5762644","4803.5762644","280","280","280","4390.1529342","4390.1529342","4390.1529342","280","280","280","4529.138859799999","4529.138859799999","4529.138859799999","280","280","280","4145.299499","4145.299499","4145.299499","280","280","280","4370.0812086","4370.0812086","4370.0812086","280","280","280","4542.1515952","4542.1515952","4542.1515952","280","280","280","4571.1225508","4571.1225508","4571.1225508","280","280","280","5127.503451400001","5127.503451400001","5127.503451400001","280","280","280","4837.743404","4837.743404","4837.743404","280","280","280","4778.709435999999","4778.709435999999","4778.709435999999","280","280","280","5443.878342200001","5443.878342200001","5443.878342200001","280","280","280","4543.46249","4543.46249","4543.46249"
"281000","281","281","281","4814.282252999999","4814.282252999999","4814.282252999999","281","281","281","4135.566559000001","4135.566559000001","4135.566559000001","281","281","281","4408.040843000001","4408.040843000001","4408.040843000001","281","281","281","4248.954212","4248.954212","4248.954212","281","281","281","4889.3242354","4889.3242354","4889.3242354","281","281","281","4594.786397000001","4594.786397000001","4594.786397000001","281","281","281","4516.7361434","4516.7361434","4516.7361434","281","281","281","4879.6438814","4879.6438814","4879.6438814","281","281","281","4724.2400552","4724.2400552","4724.2400552","281","281","281","4867.3073274","4867.3073274","4867.3073274","281","281","281","5274.917143199999","5274.917143199999","5274.917143199999","281","281","281","4799.6852956","4799.6852956","4799.6852956"
"282000","282","282","282","4341.4690006","4341.4690006","4341.4690006","282","282","282","4306.827863","4306.827863","4306.827863","282","282","282","4370.446867000001","4370.446867000001","4370.446867000001","282","282","282","4258.9130456","4258.9130456","4258.9130456","282","282","282","4744.1878204","4744.1878204","4744.1878204","282","282","282","4580.9396708","4580.9396708","4580.9396708","282","282","282","4515.3859378","4515.3859378","4515.3859378","282","282","282","5059.8058786","5059.8058786","5059.8058786","282","282","282","4206.3015674","4206.3015674","4206.3015674","282","282","282","4037.5474252","4037.5474252","4037.5474252","282","282","282","5283.665625","5283.665625","5283.665625","282","282","282","4672.173159","4672.173159","4672.173159"
"283000","283","283","283","4859.1521024","4859.1521024","4859.1521024","283","283","283","4229.6609524","4229.6609524","4229.6609524","283","283","283","4471.590987199999","4471.590987199999","4471.590987199999","283","283","283","4324.820497","4324.820497","4324.820497","283","283","283","4694.506998","4694.506998","4694.506998","283","283","283","4539.924341800001","4539.924341800001","4539.924341800001","283","283","283","4445.520330599999","4445.520330599999","4445.520330599999","283","283","283","5204.2811724","5204.2811724","5204.2811724","283","283","283","4653.1427224","4653.1427224","4653.1427224","283","283","283","4862.7300064","4862.7300064","4862.7300064","283","283","283","5425.6286116","5425.6286116","5425.6286116","283","283","283","4587.3555704","4587.3555704","4587.3555704"
"284000","284","284","284","4055.8838878","4055.8838878","4055.8838878","284","284","284","4311.714774400001","4311.714774400001","4311.714774400001","284","284","284","4304.6252966","4304.6252966","4304.6252966","284","284","284","4278.233106600001","4278.233106600001","4278.233106600001","284","284","284","4488.350041799999","4488.350041799999","4488.350041799999","284","284","284","4653.7031552","4653.7031552","4653.7031552","284","284","284","4514.0059288","4514.0059288","4514.0059288","284","284","284","5051.1638968","5051.1638968","5051.1638968","284","284","284","4568.8648116","4568.8648116","4568.8648116","284","284","284","4815.9843617999995","4815.9843617999995","4815.9843617999995","284","284","284","5375.2251866","5375.2251866","5375.2251866","284","284","284","4794.8227458","4794.8227458","4794.8227458"
"285000","285","285","285","4828.1946954","4828.1946954","4828.1946954","285","285","285","4258.37856","4258.37856","4258.37856","285","285","285","4484.363297399999","4484.363297399999","4484.363297399999","285","285","285","4202.409368","4202.409368","4202.409368","285","285","285","4476.3947412","4476.3947412","4476.3947412","285","285","285","4652.4608276","4652.4608276","4652.4608276","285","285","285","4500.3909382","4500.3909382","4500.3909382","285","285","285","5153.587210600001","5153.587210600001","5153.587210600001","285","285","285","4723.9308206000005","4723.9308206000005","4723.9308206000005","285","285","285","4925.596557999999","4925.596557999999","4925.596557999999","285","285","285","5361.4153186","5361.4153186","5361.4153186","285","285","285","4851.8323184","4851.8323184","4851.8323184"
"286000","286","286","286","4899.497649","4899.497649","4899.497649","286","286","286","4130.1444746","4130.1444746","4130.1444746","286","286","286","4406.3216436","4406.3216436","4406.3216436","286","286","286","4370.777829000001","4370.777829000001","4370.777829000001","286","286","286","4441.5815674000005","4441.5815674000005","4441.5815674000005","286","286","286","4670.219628000001","4670.219628000001","4670.219628000001","286","286","286","4548.8576168","4548.8576168","4548.8576168","286","286","286","5146.810887400001","5146.810887400001","5146.810887400001","286","286","286","4636.2744948","4636.2744948","4636.2744948","286","286","286","4938.9151122","4938.9151122","4938.9151122","286","286","286","5387.7726938000005","5387.7726938000005","5387.7726938000005","286","286","286","4531.4468688","4531.4468688","4531.4468688"
"287000","287","287","287","4826.8693356","4826.8693356","4826.8693356","287","287","287","4259.0320833999995","4259.0320833999995","4259.0320833999995","287","287","287","4202.0914680000005","4202.0914680000005","4202.0914680000005","287","287","287","4191.403356","4191.403356","4191.403356","287","287","287","4416.3675886","4416.3675886","4416.3675886","287","287","287","4749.517811199999","4749.517811199999","4749.517811199999","287","287","287","4517.7663162","4517.7663162","4517.7663162","287","287","287","5236.990559","5236.990559","5236.990559","287","287","287","3946.4593686000007","3946.4593686000007","3946.4593686000007","287","287","287","4890.0417586","4890.0417586","4890.0417586","287","287","287","5405.1587388","5405.1587388","5405.1587388","287","287","287","5139.984342199999","5139.984342199999","5139.984342199999"
